"statistic","B","exceedances","p_bootstrap","monte_carlo_se","binomial_lower","binomial_upper","null_log_likelihood","alternative_log_likelihood"
18.2582038798027,199,17,0.09,0.0202361063448481,0.050552738589868,0.133253841726656,12508.2948083211,12517.423910261
