"file","validation","ID","family","joint","n","improvement","convergence","max_projected_gradient","bounds"
"elk-163_truncated_normal_joint_94_M21.rds",TRUE,"elk-163","truncated_normal",TRUE,94,0,0,0.000380401843355921,1
"elk-163_truncated_normal_rate_110_H2.rds",TRUE,"elk-163","truncated_normal",FALSE,110,0,0,7.8398443292748e-05,2
"elk-163_truncated_normal_rate_110_H3.rds",TRUE,"elk-163","truncated_normal",FALSE,110,0,0,0.000121463017421822,4
"elk-163_truncated_normal_rate_110_M21.rds",TRUE,"elk-163","truncated_normal",FALSE,110,0,0,5.68945779378048e-05,2
"elk-163_truncated_normal_rate_126_H2.rds",TRUE,"elk-163","truncated_normal",FALSE,126,0,0,9.66338120634111e-08,2
"elk-163_truncated_normal_rate_126_H3.rds",TRUE,"elk-163","truncated_normal",FALSE,126,0,0,0.000526233634445655,2
"elk-163_truncated_normal_rate_126_M21.rds",TRUE,"elk-163","truncated_normal",FALSE,126,0,0,0.000130052058011603,2
"elk-163_truncated_normal_rate_142_H2.rds",TRUE,"elk-163","truncated_normal",FALSE,142,0,0,2.149249667125e-05,2
"elk-163_truncated_normal_rate_142_H3.rds",TRUE,"elk-163","truncated_normal",FALSE,142,0,0,0.000215095496967888,2
"elk-163_truncated_normal_rate_142_M21.rds",TRUE,"elk-163","truncated_normal",FALSE,142,0,0,1.18234311229706e-05,2
"elk-163_truncated_normal_rate_79_H2.rds",TRUE,"elk-163","truncated_normal",FALSE,79,0,0,7.1221961661677e-05,2
"elk-163_truncated_normal_rate_79_H3.rds",TRUE,"elk-163","truncated_normal",FALSE,79,0,0,6.98975100025107e-05,1
"elk-163_truncated_normal_rate_79_M21.rds",TRUE,"elk-163","truncated_normal",FALSE,79,0,0,8.55777670943858e-06,1
"elk-163_truncated_normal_rate_94_H2.rds",TRUE,"elk-163","truncated_normal",FALSE,94,0,0,4.71800376544235e-07,2
"elk-163_truncated_normal_rate_94_H3.rds",TRUE,"elk-163","truncated_normal",FALSE,94,0,0,0.00054727706810792,2
"elk-163_truncated_normal_rate_94_M21.rds",TRUE,"elk-163","truncated_normal",FALSE,94,0,0,2.03158379008325e-05,1
"elk-163_weibull_joint_110_H2.rds",TRUE,"elk-163","weibull",TRUE,110,0,0,7.75912667444946e-06,1
"elk-163_weibull_joint_110_H3.rds",TRUE,"elk-163","weibull",TRUE,110,0,0,0.000124714460979796,1
"elk-163_weibull_joint_110_M21.rds",TRUE,"elk-163","weibull",TRUE,110,0,0,5.13523445988026e-05,1
"elk-163_weibull_joint_126_H2.rds",TRUE,"elk-163","weibull",TRUE,126,0,0,3.13207237924478e-06,1
"elk-163_weibull_joint_126_H3.rds",TRUE,"elk-163","weibull",TRUE,126,0,0,0.000183672455022859,1
"elk-163_weibull_joint_126_M21.rds",TRUE,"elk-163","weibull",TRUE,126,0,0,9.26661414262822e-05,1
"elk-163_weibull_joint_142_H2.rds",TRUE,"elk-163","weibull",TRUE,142,0,0,5.97424332226495e-06,1
"elk-163_weibull_joint_142_H3.rds",TRUE,"elk-163","weibull",TRUE,142,0,0,0.000619957063462896,3
"elk-163_weibull_joint_142_M21.rds",TRUE,"elk-163","weibull",TRUE,142,0,0,1.32956756714559e-05,1
"elk-163_weibull_joint_79_H2.rds",TRUE,"elk-163","weibull",TRUE,79,0,0,3.25940163745738e-05,1
"elk-163_weibull_joint_79_H3.rds",TRUE,"elk-163","weibull",TRUE,79,0,0,0.000224912355405086,2
"elk-163_weibull_joint_79_M21.rds",TRUE,"elk-163","weibull",TRUE,79,0,0,0.0002774470431159,1
"elk-163_weibull_joint_94_H2.rds",TRUE,"elk-163","weibull",TRUE,94,0,0,4.04156708099941e-06,1
"elk-163_weibull_joint_94_H3.rds",TRUE,"elk-163","weibull",TRUE,94,0,0,4.80895323564624e-06,4
"elk-163_weibull_joint_94_M21.rds",TRUE,"elk-163","weibull",TRUE,94,0,0,2.22996732190727e-05,1
"elk-163_weibull_rate_110_H2.rds",TRUE,"elk-163","weibull",FALSE,110,0,0,3.17754711429835e-05,1
"elk-163_weibull_rate_110_H3.rds",TRUE,"elk-163","weibull",FALSE,110,0,0,6.51198206468765e-05,2
"elk-163_weibull_rate_110_M21.rds",TRUE,"elk-163","weibull",FALSE,110,0,0,3.16617843052626e-06,1
"elk-163_weibull_rate_126_H2.rds",TRUE,"elk-163","weibull",FALSE,126,0,0,2.34194885704995e-06,1
"elk-163_weibull_rate_126_H3.rds",TRUE,"elk-163","weibull",FALSE,126,0,0,0.000411290557164682,1
"elk-163_weibull_rate_126_M21.rds",TRUE,"elk-163","weibull",FALSE,126,0,0,2.1918822312584e-05,1
"elk-163_weibull_rate_142_H2.rds",TRUE,"elk-163","weibull",FALSE,142,0,0,1.85252702068216e-05,1
"elk-163_weibull_rate_142_H3.rds",TRUE,"elk-163","weibull",FALSE,142,0,0,8.16839929060735e-05,2
"elk-163_weibull_rate_142_M21.rds",TRUE,"elk-163","weibull",FALSE,142,0,0,2.26236807064534e-06,1
"elk-163_weibull_rate_79_H2.rds",TRUE,"elk-163","weibull",FALSE,79,0,0,1.49753986987818e-05,1
"elk-163_weibull_rate_79_H3.rds",TRUE,"elk-163","weibull",FALSE,79,0,0,0.000281698930846661,1
"elk-163_weibull_rate_79_M21.rds",TRUE,"elk-163","weibull",FALSE,79,0,0,0.000143893430503307,1
"elk-163_weibull_rate_94_H2.rds",TRUE,"elk-163","weibull",FALSE,94,0,0,4.24051904701645e-06,1
"elk-163_weibull_rate_94_H3.rds",TRUE,"elk-163","weibull",FALSE,94,0,0,8.08455524742546e-05,2
"elk-163_weibull_rate_94_M21.rds",TRUE,"elk-163","weibull",FALSE,94,0,0,8.64588400867226e-06,1
"elk-287_gamma_joint_114_H2.rds",TRUE,"elk-287","gamma",TRUE,114,0,0,2.61479726760907e-06,1
"elk-287_gamma_joint_114_H3.rds",TRUE,"elk-287","gamma",TRUE,114,0,0,7.07700564817089e-06,2
"elk-287_gamma_joint_114_M21.rds",TRUE,"elk-287","gamma",TRUE,114,0,0,5.12159203935901e-06,1
"elk-287_gamma_joint_130_H2.rds",TRUE,"elk-287","gamma",TRUE,130,0,0,1.39834810397448e-06,1
"elk-287_gamma_joint_130_H3.rds",TRUE,"elk-287","gamma",TRUE,130,0,0,3.55328211300528e-05,4
"elk-287_gamma_joint_130_M21.rds",TRUE,"elk-287","gamma",TRUE,130,0,0,0.000783865061752224,1
"elk-287_gamma_joint_146_H2.rds",TRUE,"elk-287","gamma",TRUE,146,0,0,4.11546352549554e-06,1
"elk-287_gamma_joint_146_H3.rds",TRUE,"elk-287","gamma",TRUE,146,0,0,0.00012008740668589,3
"elk-287_gamma_joint_146_M21.rds",TRUE,"elk-287","gamma",TRUE,146,0,0,0.00013788508113129,1
"elk-287_gamma_joint_81_H2.rds",TRUE,"elk-287","gamma",TRUE,81,0,0,3.45607986673607e-06,1
"elk-287_gamma_joint_81_H3.rds",TRUE,"elk-287","gamma",TRUE,81,0,0,9.29276211536527e-05,3
"elk-287_gamma_joint_81_M21.rds",TRUE,"elk-287","gamma",TRUE,81,0,0,4.9033133109352e-05,1
"elk-287_gamma_joint_97_H2.rds",TRUE,"elk-287","gamma",TRUE,97,0,0,1.83604242919207e-06,1
"elk-287_gamma_joint_97_H3.rds",TRUE,"elk-287","gamma",TRUE,97,0,0,1.95200300366736e-05,2
"elk-287_gamma_joint_97_M21.rds",TRUE,"elk-287","gamma",TRUE,97,0,0,1.09935172077303e-05,1
"elk-287_gamma_rate_114_H2.rds",TRUE,"elk-287","gamma",FALSE,114,0,0,3.2400748750808e-07,1
"elk-287_gamma_rate_114_H3.rds",TRUE,"elk-287","gamma",FALSE,114,0,0,0.000160622448673933,2
"elk-287_gamma_rate_114_M21.rds",TRUE,"elk-287","gamma",FALSE,114,0,0,7.73070496506216e-07,1
"elk-287_gamma_rate_130_H2.rds",TRUE,"elk-287","gamma",FALSE,130,0,0,1.42108547151878e-06,1
"elk-287_gamma_rate_130_H3.rds",TRUE,"elk-287","gamma",FALSE,130,0,0,4.32748947803714e-05,2
"elk-287_gamma_rate_130_M21.rds",TRUE,"elk-287","gamma",FALSE,130,0,0,0.000160088120536645,1
"elk-287_gamma_rate_146_H2.rds",TRUE,"elk-287","gamma",FALSE,146,0,0,1.02318153948784e-06,1
"elk-287_gamma_rate_146_H3.rds",TRUE,"elk-287","gamma",FALSE,146,0,0,0.000727811766405246,2
"elk-287_gamma_rate_146_M21.rds",TRUE,"elk-287","gamma",FALSE,146,0,0,6.70127064945675e-05,1
"elk-287_gamma_rate_81_H2.rds",TRUE,"elk-287","gamma",FALSE,81,0,0,1.24941834655237e-05,1
"elk-287_gamma_rate_81_H3.rds",TRUE,"elk-287","gamma",FALSE,81,0,0,0.000119061382974125,3
"elk-287_gamma_rate_81_M21.rds",TRUE,"elk-287","gamma",FALSE,81,0,0,2.25554686038209e-05,1
"elk-287_gamma_rate_97_H2.rds",TRUE,"elk-287","gamma",FALSE,97,0,0,3.06954461848269e-07,1
"elk-287_gamma_rate_97_H3.rds",TRUE,"elk-287","gamma",FALSE,97,0,0,0.000380032361133328,2
"elk-287_gamma_rate_97_M21.rds",TRUE,"elk-287","gamma",FALSE,97,0,0,1.04023456514597e-06,1
"elk-287_lognormal_joint_114_H2.rds",TRUE,"elk-287","lognormal",TRUE,114,0,0,1.54045665112796e-06,1
"elk-287_lognormal_joint_114_H3.rds",TRUE,"elk-287","lognormal",TRUE,114,0,0,5.47572653906893e-05,1
"elk-287_lognormal_joint_114_M21.rds",TRUE,"elk-287","lognormal",TRUE,114,0,0,0.000213253770199178,2
"elk-287_lognormal_joint_130_H2.rds",TRUE,"elk-287","lognormal",TRUE,130,0,0,3.11331405100334e-05,1
"elk-287_lognormal_joint_130_H3.rds",TRUE,"elk-287","lognormal",TRUE,130,0,0,0.000311194980893341,3
"elk-287_lognormal_joint_130_M21.rds",TRUE,"elk-287","lognormal",TRUE,130,0,0,3.6607161746527e-05,2
"elk-287_lognormal_joint_146_H2.rds",TRUE,"elk-287","lognormal",TRUE,146,0,0,2.38742359215393e-06,1
"elk-287_lognormal_joint_146_H3.rds",TRUE,"elk-287","lognormal",TRUE,146,0,0,0.000248354581345887,1
"elk-287_lognormal_joint_146_M21.rds",TRUE,"elk-287","lognormal",TRUE,146,0,0,3.83181486540855e-05,2
"elk-287_lognormal_joint_81_H2.rds",TRUE,"elk-287","lognormal",TRUE,81,0,0,9.65201252256224e-06,1
"elk-287_lognormal_joint_81_H3.rds",TRUE,"elk-287","lognormal",TRUE,81,0,0,7.94159404907963e-05,3
"elk-287_lognormal_joint_81_M21.rds",TRUE,"elk-287","lognormal",TRUE,81,0,0,2.75178990704896e-05,1
"elk-287_lognormal_joint_97_H2.rds",TRUE,"elk-287","lognormal",TRUE,97,0,0,2.66595634458403e-06,1
"elk-287_lognormal_joint_97_H3.rds",TRUE,"elk-287","lognormal",TRUE,97,0,0,0.000102062358568445,2
"elk-287_lognormal_joint_97_M21.rds",TRUE,"elk-287","lognormal",TRUE,97,0,0,0.000275599632004466,1
"elk-287_lognormal_rate_114_H2.rds",TRUE,"elk-287","lognormal",FALSE,114,0,0,6.25277607468263e-08,1
"elk-287_lognormal_rate_114_H3.rds",TRUE,"elk-287","lognormal",FALSE,114,0,0,0.00023622988010151,1
"elk-287_lognormal_rate_114_M21.rds",TRUE,"elk-287","lognormal",FALSE,114,0,0,3.63229446518184e-06,1
"elk-287_lognormal_rate_130_H2.rds",TRUE,"elk-287","lognormal",FALSE,130,0,0,1.0231815394992e-07,1
"elk-287_lognormal_rate_130_H3.rds",TRUE,"elk-287","lognormal",FALSE,130,0,0,9.24956111738085e-05,2
"elk-287_lognormal_rate_130_M21.rds",TRUE,"elk-287","lognormal",FALSE,130,0,0,4.9413984015651e-05,2
"elk-287_lognormal_rate_146_H2.rds",TRUE,"elk-287","lognormal",FALSE,146,0,0,4.37694325225354e-06,1
"elk-287_lognormal_rate_146_H3.rds",TRUE,"elk-287","lognormal",FALSE,146,0,0,0.000311877101921397,2
"elk-287_lognormal_rate_146_M21.rds",TRUE,"elk-287","lognormal",FALSE,146,0,0,6.71661837258636e-05,1
"elk-287_lognormal_rate_81_H2.rds",TRUE,"elk-287","lognormal",FALSE,81,0,0,5.68434188608103e-08,1
"elk-287_lognormal_rate_81_H3.rds",TRUE,"elk-287","lognormal",FALSE,81,0,0,2.10945927392248e-05,2
"elk-287_lognormal_rate_81_M21.rds",TRUE,"elk-287","lognormal",FALSE,81,0,0,3.58397755919026e-06,1
"elk-287_lognormal_rate_97_H2.rds",TRUE,"elk-287","lognormal",FALSE,97,0,0,9.15179043659364e-07,1
"elk-287_lognormal_rate_97_H3.rds",TRUE,"elk-287","lognormal",FALSE,97,0,0,0.000425370672016412,1
"elk-287_lognormal_rate_97_M21.rds",TRUE,"elk-287","lognormal",FALSE,97,0,0,2.58637555814982e-06,1
"elk-287_truncated_normal_joint_114_H2.rds",TRUE,"elk-287","truncated_normal",TRUE,114,0,0,4.27462509832849e-06,2
"elk-287_truncated_normal_joint_114_H3.rds",TRUE,"elk-287","truncated_normal",TRUE,114,0,0,0.000117961462819176,2
"elk-287_truncated_normal_joint_114_M21.rds",TRUE,"elk-287","truncated_normal",TRUE,114,0,0,0.000501165686728394,1
"elk-287_truncated_normal_joint_130_H2.rds",TRUE,"elk-287","truncated_normal",TRUE,130,0,0,2.99564817396159e-06,2
"elk-287_truncated_normal_joint_130_H3.rds",TRUE,"elk-287","truncated_normal",TRUE,130,0,0,0.000226106067202724,4
"elk-287_truncated_normal_joint_130_M21.rds",TRUE,"elk-287","truncated_normal",TRUE,130,0,0,8.68340066521655e-05,3
"elk-287_truncated_normal_joint_146_H2.rds",TRUE,"elk-287","truncated_normal",TRUE,146,0,0,3.03657543555818e-05,1
"elk-287_truncated_normal_joint_146_H3.rds",TRUE,"elk-287","truncated_normal",TRUE,146,0,0,0.000202896899289449,2
"elk-287_truncated_normal_joint_146_M21.rds",TRUE,"elk-287","truncated_normal",TRUE,146,0,0,0.00111389226731305,2
"elk-287_truncated_normal_joint_81_H2.rds",TRUE,"elk-287","truncated_normal",TRUE,81,0,0,9.37916411197188e-07,1
"elk-287_truncated_normal_joint_81_H3.rds",TRUE,"elk-287","truncated_normal",TRUE,81,0,0,0.000265993094218476,2
"elk-287_truncated_normal_joint_81_M21.rds",TRUE,"elk-287","truncated_normal",TRUE,81,0,0,0.000242818032346123,2
"elk-287_truncated_normal_joint_97_H2.rds",TRUE,"elk-287","truncated_normal",TRUE,97,0,0,8.46966941026368e-07,1
"elk-287_truncated_normal_joint_97_H3.rds",TRUE,"elk-287","truncated_normal",TRUE,97,0,0,0.000271364797299717,1
"elk-287_truncated_normal_joint_97_M21.rds",TRUE,"elk-287","truncated_normal",TRUE,97,0,0,0.000265026756096734,2
"elk-287_truncated_normal_rate_114_H2.rds",TRUE,"elk-287","truncated_normal",FALSE,114,0,0,2.12480699701783e-05,1
"elk-287_truncated_normal_rate_114_H3.rds",TRUE,"elk-287","truncated_normal",FALSE,114,0,0,8.18999978946839e-05,3
"elk-287_truncated_normal_rate_114_M21.rds",TRUE,"elk-287","truncated_normal",FALSE,114,0,0,8.39690983415677e-05,1
"elk-287_truncated_normal_rate_130_H2.rds",TRUE,"elk-287","truncated_normal",FALSE,130,0,0,1.25055521493826e-06,2
"elk-287_truncated_normal_rate_130_H3.rds",TRUE,"elk-287","truncated_normal",FALSE,130,0,0,0.000636180175206638,3
"elk-287_truncated_normal_rate_130_M21.rds",TRUE,"elk-287","truncated_normal",FALSE,130,0,0,0.000521202991876837,2
"elk-287_truncated_normal_rate_146_H2.rds",TRUE,"elk-287","truncated_normal",FALSE,146,0,0,3.0775026971232e-05,2
"elk-287_truncated_normal_rate_146_H3.rds",TRUE,"elk-287","truncated_normal",FALSE,146,0,0,0.000335757022185265,2
"elk-287_truncated_normal_rate_146_M21.rds",TRUE,"elk-287","truncated_normal",FALSE,146,0,0,0.00011607994565554,2
"elk-287_truncated_normal_rate_81_H2.rds",TRUE,"elk-287","truncated_normal",FALSE,81,0,0,1.52908796735633e-06,1
"elk-287_truncated_normal_rate_81_H3.rds",TRUE,"elk-287","truncated_normal",FALSE,81,0,0,0.000235186803364109,1
"elk-287_truncated_normal_rate_81_M21.rds",TRUE,"elk-287","truncated_normal",FALSE,81,0,0,1.01920250017468e-05,1
"elk-287_truncated_normal_rate_97_H2.rds",TRUE,"elk-287","truncated_normal",FALSE,97,0,0,1.57683643919943e-05,1
"elk-287_truncated_normal_rate_97_H3.rds",TRUE,"elk-287","truncated_normal",FALSE,97,0,0,0.000739555616746943,1
"elk-287_truncated_normal_rate_97_M21.rds",TRUE,"elk-287","truncated_normal",FALSE,97,0,0,3.70903308066401e-05,1
"elk-287_weibull_joint_114_H2.rds",TRUE,"elk-287","weibull",TRUE,114,0,0,1.59730006997824e-06,1
"elk-287_weibull_joint_114_H3.rds",TRUE,"elk-287","weibull",TRUE,114,0,0,7.0065198087373e-05,2
"elk-287_weibull_joint_114_M21.rds",TRUE,"elk-287","weibull",TRUE,114,0,0,0.000167045755005162,1
"elk-287_weibull_joint_130_H2.rds",TRUE,"elk-287","weibull",TRUE,130,0,0,3.20028448186029e-06,1
"elk-287_weibull_joint_130_H3.rds",TRUE,"elk-287","weibull",TRUE,130,0,0,0.000357437102140274,2
"elk-287_weibull_joint_130_M21.rds",TRUE,"elk-287","weibull",TRUE,130,0,0,0.00012004761629202,1
"elk-287_weibull_joint_146_H2.rds",TRUE,"elk-287","weibull",TRUE,146,0,0,2.8990143619012e-06,1
"elk-287_weibull_joint_146_H3.rds",TRUE,"elk-287","weibull",TRUE,146,0,0,0.000602443606115243,2
"elk-287_weibull_joint_146_M21.rds",TRUE,"elk-287","weibull",TRUE,146,0,0,0.000140204292620821,1
"elk-287_weibull_joint_81_H2.rds",TRUE,"elk-287","weibull",TRUE,81,0,0,1.02431840787145e-05,1
"elk-287_weibull_joint_81_H3.rds",TRUE,"elk-287","weibull",TRUE,81,0,0,4.32294200436463e-05,2
"elk-287_weibull_joint_81_M21.rds",TRUE,"elk-287","weibull",TRUE,81,0,0,4.64979166278363e-06,1
"elk-287_weibull_joint_97_H2.rds",TRUE,"elk-287","weibull",TRUE,97,0,0,2.33058017330374e-07,1
"elk-287_weibull_joint_97_H3.rds",TRUE,"elk-287","weibull",TRUE,97,0,0,0.000171183955905804,2
"elk-287_weibull_joint_97_M21.rds",TRUE,"elk-287","weibull",TRUE,97,0,0,2.17653450816608e-05,1
"elk-287_weibull_rate_114_H2.rds",TRUE,"elk-287","weibull",FALSE,114,0,0,3.52429196936657e-07,1
"elk-287_weibull_rate_114_H3.rds",TRUE,"elk-287","weibull",FALSE,114,0,0,8.36507751987319e-05,2
"elk-287_weibull_rate_114_M21.rds",TRUE,"elk-287","weibull",FALSE,114,0,0,1.84741111297698e-06,1
"elk-287_weibull_rate_130_H2.rds",TRUE,"elk-287","weibull",FALSE,130,0,0,1.64845914695263e-07,1
"elk-287_weibull_rate_130_H3.rds",TRUE,"elk-287","weibull",FALSE,130,0,0,0.000181734094446769,2
"elk-287_weibull_rate_130_M21.rds",TRUE,"elk-287","weibull",FALSE,130,0,0,5.39841948917557e-05,1
"elk-287_weibull_rate_146_H2.rds",TRUE,"elk-287","weibull",FALSE,146,0,0,2.54090082307734e-06,1
"elk-287_weibull_rate_146_H3.rds",TRUE,"elk-287","weibull",FALSE,146,0,0,0.000171490910361952,1
"elk-287_weibull_rate_146_M21.rds",TRUE,"elk-287","weibull",FALSE,146,0,0,0.000308250491798081,1
"elk-287_weibull_rate_81_H2.rds",TRUE,"elk-287","weibull",FALSE,81,0,0,2.984279490206e-07,1
"elk-287_weibull_rate_81_H3.rds",TRUE,"elk-287","weibull",FALSE,81,0,0,2.05432115761614e-05,3
"elk-287_weibull_rate_81_M21.rds",TRUE,"elk-287","weibull",FALSE,81,0,0,6.34088337388159e-06,1
"elk-287_weibull_rate_97_H2.rds",TRUE,"elk-287","weibull",FALSE,97,0,0,4.32009983339311e-07,1
"elk-287_weibull_rate_97_H3.rds",TRUE,"elk-287","weibull",FALSE,97,0,0,0.000734661398377928,2
"elk-287_weibull_rate_97_M21.rds",TRUE,"elk-287","weibull",FALSE,97,0,0,7.27595761417615e-07,1
"elk-363_gamma_joint_108_H2.rds",TRUE,"elk-363","gamma",TRUE,108,0,0,4.80326889373347e-06,1
"elk-363_gamma_joint_108_H3.rds",TRUE,"elk-363","gamma",TRUE,108,0,0,0.000580973846808193,2
"elk-363_gamma_joint_108_M21.rds",TRUE,"elk-363","gamma",TRUE,108,0,0,2.05886863114784e-05,2
"elk-363_gamma_joint_130_H2.rds",TRUE,"elk-363","gamma",TRUE,130,0,0,4.96243046651603e-06,1
"elk-363_gamma_joint_130_H3.rds",TRUE,"elk-363","gamma",TRUE,130,0,0,0.000325093196808327,1
"elk-363_gamma_joint_130_M21.rds",TRUE,"elk-363","gamma",TRUE,130,0,0,5.05906427857877e-05,1
"elk-363_gamma_joint_151_H2.rds",TRUE,"elk-363","gamma",TRUE,151,0,0,1.45519152283523e-05,1
"elk-363_gamma_joint_151_H3.rds",TRUE,"elk-363","gamma",TRUE,151,0,0,0.000209081463253615,1
"elk-363_gamma_joint_151_M21.rds",TRUE,"elk-363","gamma",TRUE,151,0,0,0.000206819095183244,1
"elk-363_gamma_joint_173_H2.rds",TRUE,"elk-363","gamma",TRUE,173,0,0,4.88853402205174e-07,1
"elk-363_gamma_joint_173_H3.rds",TRUE,"elk-363","gamma",TRUE,173,0,0,0.000397528765460777,1
"elk-363_gamma_joint_173_M21.rds",TRUE,"elk-363","gamma",TRUE,173,0,0,2.68414623861957e-05,1
"elk-363_gamma_joint_195_H2.rds",TRUE,"elk-363","gamma",TRUE,195,0,1,3.1252511689641e-05,1
"elk-363_gamma_joint_195_H3.rds",TRUE,"elk-363","gamma",TRUE,195,0,0,0.000130614807858234,1
"elk-363_gamma_joint_195_M21.rds",TRUE,"elk-363","gamma",TRUE,195,0,0,0.000366719632436214,2
"elk-363_gamma_rate_108_H2.rds",TRUE,"elk-363","gamma",FALSE,108,0,0,1.82467374543011e-06,1
"elk-363_gamma_rate_108_H3.rds",TRUE,"elk-363","gamma",FALSE,108,0,0,0.000121872290042186,2
"elk-363_gamma_rate_108_M21.rds",TRUE,"elk-363","gamma",FALSE,108,0,0,0.000173622538568278,2
"elk-363_gamma_rate_130_H2.rds",TRUE,"elk-363","gamma",FALSE,130,0,0,9.35074240254166e-06,1
"elk-363_gamma_rate_130_H3.rds",TRUE,"elk-363","gamma",FALSE,130,0,0,0.000208382289200471,2
"elk-363_gamma_rate_130_M21.rds",TRUE,"elk-363","gamma",FALSE,130,0,0,6.37214725432558e-06,1
"elk-363_gamma_rate_151_H2.rds",TRUE,"elk-363","gamma",FALSE,151,0,0,3.34239302903072e-06,1
"elk-363_gamma_rate_151_H3.rds",TRUE,"elk-363","gamma",FALSE,151,0,0,0.000241811903832293,2
"elk-363_gamma_rate_151_M21.rds",TRUE,"elk-363","gamma",FALSE,151,0,0,0.000110503606265914,1
"elk-363_gamma_rate_173_H2.rds",TRUE,"elk-363","gamma",FALSE,173,0,0,6.76436684439184e-07,1
"elk-363_gamma_rate_173_H3.rds",TRUE,"elk-363","gamma",FALSE,173,0,0,0.000108809672382646,2
"elk-363_gamma_rate_173_M21.rds",TRUE,"elk-363","gamma",FALSE,173,0,0,8.85165718499617e-05,1
"elk-363_gamma_rate_195_H2.rds",TRUE,"elk-363","gamma",FALSE,195,0,0,2.04749994736426e-05,1
"elk-363_gamma_rate_195_H3.rds",TRUE,"elk-363","gamma",FALSE,195,0,0,0.00044481112126915,3
"elk-363_gamma_rate_195_M21.rds",TRUE,"elk-363","gamma",FALSE,195,0,0,2.70574673778678e-06,1
"elk-363_lognormal_joint_108_H2.rds",TRUE,"elk-363","lognormal",TRUE,108,0,0,1.53477230924028e-06,1
"elk-363_lognormal_joint_108_H3.rds",TRUE,"elk-363","lognormal",TRUE,108,0,0,8.88292106571476e-05,2
"elk-363_lognormal_joint_108_M21.rds",TRUE,"elk-363","lognormal",TRUE,108,0,0,0.000115477405416257,1
"elk-363_lognormal_joint_130_H2.rds",TRUE,"elk-363","lognormal",TRUE,130,0,0,0.000382209464078335,1
"elk-363_lognormal_joint_130_H3.rds",TRUE,"elk-363","lognormal",TRUE,130,0,0,0.000197400140685401,1
"elk-363_lognormal_joint_130_M21.rds",TRUE,"elk-363","lognormal",TRUE,130,0,0,0.000126783561427019,1
"elk-363_lognormal_joint_151_H2.rds",TRUE,"elk-363","lognormal",TRUE,151,0,0,3.68345354215623e-05,1
"elk-363_lognormal_joint_151_H3.rds",TRUE,"elk-363","lognormal",TRUE,151,0,0,8.22751644591654e-05,1
"elk-363_lognormal_joint_151_M21.rds",TRUE,"elk-363","lognormal",TRUE,151,0,0,5.47174749950553e-05,1
"elk-363_lognormal_joint_173_H2.rds",TRUE,"elk-363","lognormal",TRUE,173,0,0,2.94448909698691e-06,1
"elk-363_lognormal_joint_173_H3.rds",TRUE,"elk-363","lognormal",TRUE,173,0,0,0.000493832885695347,1
"elk-363_lognormal_joint_173_M21.rds",TRUE,"elk-363","lognormal",TRUE,173,0,0,0.000224974883167393,1
"elk-363_lognormal_joint_195_H2.rds",TRUE,"elk-363","lognormal",TRUE,195,0,0,0.000137038114189499,1
"elk-363_lognormal_joint_195_H3.rds",TRUE,"elk-363","lognormal",TRUE,195,0,0,0.000384943632525007,1
"elk-363_lognormal_joint_195_M21.rds",TRUE,"elk-363","lognormal",TRUE,195,0,0,1.78147274709594e-05,1
"elk-363_lognormal_rate_108_H2.rds",TRUE,"elk-363","lognormal",FALSE,108,0,0,1.45632839122053e-05,1
"elk-363_lognormal_rate_108_H3.rds",TRUE,"elk-363","lognormal",FALSE,108,0,0,2.41755060413433e-05,2
"elk-363_lognormal_rate_108_M21.rds",TRUE,"elk-363","lognormal",FALSE,108,0,0,5.07554887007647e-05,1
"elk-363_lognormal_rate_130_H2.rds",TRUE,"elk-363","lognormal",FALSE,130,0,0,1.05728759081584e-06,1
"elk-363_lognormal_rate_130_H3.rds",TRUE,"elk-363","lognormal",FALSE,130,0,0,0.000237292852035523,1
"elk-363_lognormal_rate_130_M21.rds",TRUE,"elk-363","lognormal",FALSE,130,0,0,2.14299689106221e-06,1
"elk-363_lognormal_rate_151_H2.rds",TRUE,"elk-363","lognormal",FALSE,151,0,0,4.32009983344107e-07,1
"elk-363_lognormal_rate_151_H3.rds",TRUE,"elk-363","lognormal",FALSE,151,0,0,0.000163180402522653,2
"elk-363_lognormal_rate_151_M21.rds",TRUE,"elk-363","lognormal",FALSE,151,0,0,9.85096448862286e-06,1
"elk-363_lognormal_rate_173_H2.rds",TRUE,"elk-363","lognormal",FALSE,173,0,0,3.16049408865776e-06,1
"elk-363_lognormal_rate_173_H3.rds",TRUE,"elk-363","lognormal",FALSE,173,0,0,1.37731603904952e-05,2
"elk-363_lognormal_rate_173_M21.rds",TRUE,"elk-363","lognormal",FALSE,173,0,0,1.02318153948784e-07,3
"elk-363_lognormal_rate_195_H2.rds",TRUE,"elk-363","lognormal",FALSE,195,0,0,1.53477230923176e-06,1
"elk-363_lognormal_rate_195_H3.rds",TRUE,"elk-363","lognormal",FALSE,195,0,0,9.2927621153556e-05,1
"elk-363_lognormal_rate_195_M21.rds",TRUE,"elk-363","lognormal",FALSE,195,0,0,7.42488737160162e-05,1
"elk-363_truncated_normal_joint_108_H2.rds",TRUE,"elk-363","truncated_normal",TRUE,108,0,0,9.67929736360871e-05,1
"elk-363_truncated_normal_joint_108_H3.rds",TRUE,"elk-363","truncated_normal",TRUE,108,0,0,0.000303089109365525,2
