"ID","family","joint","model","state","occupation","self_transition","observed_run_count","weighted_cos_turn","weighted_distance_open_forest"
"elk-287","lognormal",TRUE,"M21",1,0.59128628041639,0.989623650509567,1,0.179162439649886,11541.1767118602
"elk-287","lognormal",TRUE,"M21",2,0.40871371958361,0.999993855825398,1,-0.348095518241879,39887.1874207541
"elk-287","lognormal",TRUE,"H2",1,0.821389219155323,0.90991258612114,13,-0.188285837332965,26474.4231995108
"elk-287","lognormal",TRUE,"H2",2,0.178610780844677,0.588803410979179,12,0.64982956374226,7730.63293316029
"elk-287","lognormal",TRUE,"H3",1,0.400965989815474,0.780283230713781,14,-0.0336244150042652,13424.9761435832
"elk-287","lognormal",TRUE,"H3",2,0.406937990746463,0.999993561524483,1,-0.347119358308293,39886.5761374923
"elk-287","lognormal",TRUE,"H3",3,0.192096019438063,0.573313924998941,13,0.609579405676635,7872.40771393889
"elk-363","lognormal",TRUE,"M21",1,0.112487584313787,0.802374312312463,4,0.429094619555126,23136.9238551955
"elk-363","lognormal",TRUE,"M21",2,0.887512415686213,0.970872043442147,4,-0.191436857016393,9122.44825982973
"elk-363","lognormal",TRUE,"H2",1,0.050679735197427,0.999993855825398,1,-0.129157234020566,41241.7607205668
"elk-363","lognormal",TRUE,"H2",2,0.949320264802573,0.995145676648074,1,-0.126336361295606,9068.36351415433
"elk-363","lognormal",TRUE,"H3",1,0.055808725268286,0.900044604669357,2,-0.0186898380918383,40454.8585233941
"elk-363","lognormal",TRUE,"H3",2,0.0709554858759159,0.518651746855126,5,0.744054415388418,5717.08405526884
"elk-363","lognormal",TRUE,"H3",3,0.873235788855798,0.954775727988769,6,-0.203344575178007,9201.99367168788
"elk-115","truncated_normal",FALSE,"M21",1,0.924537676977632,0.985850671045059,2,-0.240142713903854,817.50913452237
"elk-115","truncated_normal",FALSE,"M21",2,0.0754623230223675,0.887389039281059,2,-0.177017305505795,446.102367524001
"elk-115","truncated_normal",FALSE,"H2",1,0.0707779566262896,0.904218780651918,2,-0.170093716637071,445.59525642562
"elk-115","truncated_normal",FALSE,"H2",2,0.92922204337371,0.987680963944162,2,-0.240353023830251,815.675435996353
"elk-115","truncated_normal",FALSE,"H3",1,0.42879511049818,0.954889647780245,3,-0.129276469694074,904.976169562457
"elk-115","truncated_normal",FALSE,"H3",2,0.495599983853643,0.972663523734514,2,-0.33518854337128,742.230247024845
"elk-115","truncated_normal",FALSE,"H3",3,0.0756049056481769,0.891322689032442,2,-0.17528138607255,444.194219192219
"elk-163","truncated_normal",FALSE,"M21",1,0.611634717214328,0.946316682180122,4,-0.18352418906981,12056.6998088071
"elk-163","truncated_normal",FALSE,"M21",2,0.388365282785672,0.927476742200235,4,-0.328678165058901,20891.38529689
"elk-163","truncated_normal",FALSE,"H2",1,0.721694656490637,0.810397907589831,21,-0.223257462142942,17377.6205641532
"elk-163","truncated_normal",FALSE,"H2",2,0.278305343509363,0.489977432608405,21,-0.285362037594041,10587.1090935004
"elk-163","truncated_normal",FALSE,"H3",1,0.35819444989379,0.867737361437074,7,-0.317369341722446,17258.1941270929
"elk-163","truncated_normal",FALSE,"H3",2,0.482482980950767,0.838370798133964,13,-0.18847885253746,16298.5999564388
"elk-163","truncated_normal",FALSE,"H3",3,0.159322569155443,0.358222164377031,17,-0.223000605013886,9052.06651218909
"elk-287","truncated_normal",FALSE,"M21",1,0.560038498170891,0.989045056946971,1,0.187158083014569,9938.0689934983
"elk-287","truncated_normal",FALSE,"M21",2,0.439961501829109,0.999993855825398,1,-0.320713970681602,39914.5808831079
"elk-287","truncated_normal",FALSE,"H2",1,0.830935681435236,0.900084264254498,14,-0.164533352355057,26187.6295786684
"elk-287","truncated_normal",FALSE,"H2",2,0.169064318564764,0.512550417023706,13,0.581275603890241,8081.80204151873
"elk-287","truncated_normal",FALSE,"H3",1,0.438326560745041,0.999993458825666,1,-0.319541177358417,39912.541458717
"elk-287","truncated_normal",FALSE,"H3",2,0.232800505953982,0.632140550463733,15,0.489969962898849,7671.13658749222
"elk-287","truncated_normal",FALSE,"H3",3,0.328872933300977,0.720946446193962,16,-0.0354347436395267,11694.5126448753
"elk-363","truncated_normal",FALSE,"M21",1,0.632080094379404,0.971798570464431,4,-0.0300774682369678,15883.4609308928
"elk-363","truncated_normal",FALSE,"M21",2,0.367919905620596,0.9394781321549,4,-0.291689575690688,1791.92066163035
