"ID","family","joint","model","component","state","weight","location","log_scale","mean_rate","direction","rho"
"elk-115","truncated_normal",TRUE,"M21",2,1,0.274701845862319,0.509366372023177,-1.39517404594327,0.732372029437423,-3.12769064311877,0.7869458054447
"elk-115","truncated_normal",TRUE,"M21",3,2,1,-3,-1.71826112451859,0.0107643496863239,-2.57788395702968,0.26076876175847
"elk-115","truncated_normal",TRUE,"H2",1,1,1,-0.263406966147552,-2.99573227355399,0.00898328033223961,-0.0338446466426506,0
"elk-115","truncated_normal",TRUE,"H2",2,2,1,-2.45046775267124,0.402041012003429,1.30701323096846,-3.12116691885318,0.276309131644543
"elk-115","truncated_normal",TRUE,"H3",1,1,1,-0.238859791716253,-2.99573227355399,0.00979532983767717,-2.58336408871366,0.238484958455103
"elk-115","truncated_normal",TRUE,"H3",2,2,1,0.225259142780358,-0.730589668331041,0.714447721082207,-3.05650802509155,0.326921290683737
"elk-115","truncated_normal",TRUE,"H3",3,3,1,1.86881280323368,-0.707265273775533,6.31844995017488,0.933209304490957,0.436235085155167
"elk-163","truncated_normal",TRUE,"M21",1,1,0.623713217757799,-3,-0.0623399108024335,0.332202620308728,-2.85156407256557,0.089997886773804
"elk-163","truncated_normal",TRUE,"M21",2,1,0.376286782242201,1.7062266597849,-0.307473351022624,6.28377166036115,3.10508161482008,0.383886243318261
"elk-163","truncated_normal",TRUE,"M21",3,2,1,-0.40999835043408,-1.32153800431508,0.128645852926106,3.13182268280222,0.362324685345574
"elk-163","truncated_normal",TRUE,"H2",1,1,1,-3,-0.340097570902161,0.180164377103603,-3.09005034231229,0.243174500257844
"elk-163","truncated_normal",TRUE,"H2",2,2,1,1.37285426734888,-0.0948443456484579,5.33755680263898,-3.13384659978878,0.365411146305445
"elk-163","truncated_normal",TRUE,"H3",1,1,1,2.01223436590723,-0.599282031247647,7.69857736680245,3.06044055950072,0.332277689118702
"elk-163","truncated_normal",TRUE,"H3",2,2,1,-0.368357657703351,-1.40410229687809,0.119029002880766,-3.08742268727574,0.356078444028059
"elk-163","truncated_normal",TRUE,"H3",3,3,1,-3,0.129396549212285,0.521577245552719,-2.99117135877677,0.150662728687112
"elk-287","truncated_normal",TRUE,"M21",1,1,0.586284764493678,0.0883108779393723,-2.56899454265354,0.114357842136838,1.91097438505854,0.147750936702548
"elk-287","truncated_normal",TRUE,"M21",2,1,0.413715235506323,1.49716526292827,-0.220755594886732,5.33649266056697,0.0643266348141011,0.586590629216063
"elk-287","truncated_normal",TRUE,"M21",3,2,1,0.226971640781489,-1.43964120009135,0.372876151974365,2.81883107275797,0.330242027221067
"elk-287","truncated_normal",TRUE,"H2",1,1,1,-0.520620644154734,-0.75947291016937,0.294306725919111,2.60209990586365,0.228331045176738
"elk-287","truncated_normal",TRUE,"H2",2,2,1,1.70296275617677,-0.353346970660773,6.07385251232333,0.00252930949289533,0.653881637057989
"elk-287","truncated_normal",TRUE,"H3",1,1,1,0.228997625601529,-1.44258065515126,0.373940828192398,2.81123899825582,0.329254207483314
"elk-287","truncated_normal",TRUE,"H3",2,2,1,0.0880507230696802,-2.58643998878953,0.113205065061387,1.90498219879157,0.15526245252119
"elk-287","truncated_normal",TRUE,"H3",3,3,1,1.48141615128692,-0.20701828616384,5.31233692538431,0.0529985125001438,0.575262071275793
"elk-363","truncated_normal",TRUE,"M21",1,1,0.237346861541892,1.58785608302664,-0.629229463044187,4.64700957906721,-0.467464926823705,0.374919741521289
"elk-363","truncated_normal",TRUE,"M21",2,1,0.762653138458108,-0.380275542502153,-1.07339738414718,0.201737655714644,2.25027513689301,0.197712198109149
"elk-363","truncated_normal",TRUE,"M21",3,2,1,0.384577091816791,-1.13671654630192,0.635798591726336,-2.93745579517506,0.385988920923554
"elk-363","truncated_normal",TRUE,"H2",1,1,1,-3,0.109864060665492,0.497386954892753,2.95535442805149,0.235832790526558
"elk-363","truncated_normal",TRUE,"H2",2,2,1,1.78707186881989,-0.774044610527534,5.64221064717213,-0.416989690365449,0.59257729650524
"elk-363","truncated_normal",TRUE,"H3",1,1,1,1.22526074112421,-0.253810566556628,3.83439499246669,-0.515112601785745,0.402427126745201
"elk-363","truncated_normal",TRUE,"H3",2,2,1,0.0478360641047747,-2.01723315741849,0.138358109874401,2.13509851017782,0.251160946907669
"elk-363","truncated_normal",TRUE,"H3",3,3,1,0.279516692957645,-1.05499043542101,0.558633160313854,-3.00755374233931,0.37517452165973
