"K","M","state","component","component_weight","mean","sd","state_occupation","logLik","BIC"
2,2,1,1,0.667773702895209,-1.16926233619748,0.560339819478466,0.439031604210444,-2048.25087845004,4191.57362193226
2,2,1,2,0.332226297104791,1.14866141706274,0.411028985912878,0.439031604210444,-2048.25087845004,4191.57362193226
2,2,2,1,0.225264251721237,3.35383477706036,0.497654688266298,0.560968395789556,-2048.25087845004,4191.57362193226
2,2,2,2,0.774735748278763,3.97156628716525,0.595647771632479,0.560968395789556,-2048.25087845004,4191.57362193226
