"T","rep","seed","logLik_gauss_K2","logLik_gauss_K3","logLik_mix_K2_M2","BIC_gauss_K2","BIC_gauss_K3","BIC_mix_K2_M2","delta_BIC_gauss_K3_minus_K2","delta_BIC_mix_K2_minus_gauss_K3","gaussian_BIC_favours_K3","enriched_BIC_favours_K2_mix","mix_state1_mean","mix_state2_mean","mix_state1_occ","mix_state2_occ"
500,112,26260722,-683.847508958385,-643.505099449793,-643.758612316679,1411.19727460573,1374.0147122775,1368.30712991285,-37.1825623282291,-5.70758236465122,TRUE,TRUE,-0.501174635240036,3.8060215444227,0.326640549642565,0.673359450357434
500,113,26260723,-709.093712712825,-667.864812902596,-667.832230756076,1461.6896821146,1422.7341391831,1416.45436679164,-38.9555429315026,-6.27977239146185,TRUE,TRUE,-0.547416045598389,3.86623667502791,0.388493551181991,0.611506448818009
500,114,26260724,-724.179031291287,-674.714350278668,-675.566928392656,1491.86031927153,1436.43321393525,1431.9237620648,-55.4271053362829,-4.50945187044522,TRUE,TRUE,-0.527896951353491,3.71164500207148,0.420687822768307,0.579312177231693
500,115,26260725,-716.483698138282,-674.785532991613,-674.570081933287,1476.46965296552,1436.57557936114,1429.93006914606,-39.894073604381,-6.64551021507555,TRUE,TRUE,-0.518945097867495,3.77681409906043,0.407803892154468,0.592196107845532
500,116,26260726,-748.206391193133,-671.682710850375,-674.829825850758,1539.91503907522,1430.36993507866,1430.449556981,-109.545103996562,0.0796219023441154,TRUE,FALSE,-0.564418631367791,3.8541372307604,0.595988370522731,0.404011629477269
500,117,26260727,-783.61496590751,-694.410460076493,-696.153052555779,1610.73218850398,1475.8254335309,1473.09601039105,-134.906754973079,-2.72942313985072,TRUE,TRUE,-0.510301835754357,3.80618111273623,0.541549881856866,0.458450118143134
500,118,26260728,-747.105868670023,-660.132597205608,-659.398434806142,1537.713994029,1407.26970778913,1399.58677489177,-130.444286239875,-7.68293289735379,TRUE,TRUE,-0.322220973373714,3.76457266240307,0.523937479392888,0.476062520607112
500,119,26260729,-694.684845564688,-690.511458646354,-655.133480881826,1432.87194781833,1468.02743067062,1391.05686704314,35.1554828522876,-76.9705636274789,FALSE,TRUE,-0.438543891494332,3.80799461608026,0.307646382260791,0.69235361773921
500,120,26260730,-670.369603611967,-624.940011154875,-624.735455986439,1384.24146391289,1336.88453568766,1330.26081725237,-47.3569282252286,-6.62371843529422,TRUE,TRUE,-0.505859202961669,3.85881892105577,0.331735171201294,0.668264828798706
500,121,26260731,-748.898752439809,-689.284458855776,-691.856419508346,1541.29976156857,1465.57343108946,1464.50274429618,-75.726330479112,-1.0706867932804,TRUE,TRUE,-0.518814248727582,3.69890537378104,0.491694303469353,0.508305696530647
500,122,26260732,-750.747697363396,-684.378186024345,-687.116298313566,1544.99765141575,1455.7608854266,1455.02250190662,-89.2367659891463,-0.738383519980061,TRUE,TRUE,-0.304037326427106,3.7997563291451,0.471836241747203,0.528163758252798
500,123,26260733,-716.111493906956,-672.167981194724,-671.652923477234,1475.72524450287,1431.34047576736,1424.09575223396,-44.3847687355089,-7.24472353340252,TRUE,TRUE,-0.517718900173204,3.74554212351331,0.403794635185832,0.596205364814168
500,124,26260734,-753.9528495893,-693.633518526789,-696.428375470272,1551.40795586756,1474.27155043149,1473.64665622003,-77.1364054360677,-0.624894211456876,TRUE,TRUE,-0.532832619002651,3.80597742163981,0.560966622942935,0.439033377057065
500,125,26260735,-766.331598069319,-706.241003359125,-706.714258290188,1576.16545282759,1499.48652009616,1494.21842185986,-76.6789327314325,-5.26809823629605,TRUE,TRUE,-0.43101416884665,3.87739750390527,0.504330743634116,0.495669256365884
500,126,26260736,-720.820826326791,-668.548127292376,-672.226093216502,1485.14390934254,1424.10076796266,1425.24209171249,-61.043141379876,1.14132374982955,TRUE,FALSE,-0.554480548181735,3.74799103252181,0.479474131829455,0.520525868170545
500,127,26260737,-730.809366054766,-695.786487048231,-693.082582755331,1505.12098879849,1478.57748747437,1466.95507079015,-26.5435013241151,-11.6224166842214,TRUE,TRUE,-0.230671148091121,3.85373243525376,0.340127278788522,0.659872721211478
500,128,26260738,-711.952885799658,-659.143173079468,-660.030725640661,1467.40802828827,1405.29085953685,1400.85135656081,-62.1171687514254,-4.43950297603624,TRUE,TRUE,-0.443438493756786,3.78758950199675,0.419617179731689,0.580382820268311
500,129,26260739,-760.226679142892,-710.056269876553,-711.436719207639,1563.95561497474,1507.11705313102,1503.66334369477,-56.838561843723,-3.45370943624857,TRUE,TRUE,-0.367854870040843,3.6922702357222,0.477411955123369,0.522588044876631
500,130,26260740,-743.95012965609,-693.637232736553,-693.957107062219,1531.40251600113,1474.27897885102,1468.70411940393,-57.1235371501189,-5.57485944708833,TRUE,TRUE,-0.506901773614268,3.78509099691038,0.43449785571468,0.56550214428532
500,131,26260741,-718.257517235178,-652.513325488771,-656.550536147384,1480.01729115931,1392.03116435545,1393.89097757426,-87.986126803858,1.85981321880445,TRUE,FALSE,-0.514351604032249,3.80689178092249,0.41329312476981,0.586706875230189
500,132,26260742,-728.62642619301,-663.83584659581,-664.569406364085,1500.75510907498,1414.67620656953,1409.92871800766,-86.0789025054444,-4.74748856187171,TRUE,TRUE,-0.600806180935697,3.830216195604,0.445967553196596,0.554032446803404
500,133,26260743,-785.988312082268,-717.116250049366,-718.999155421314,1615.47888085349,1521.23701347664,1518.78821612212,-94.2418673768484,-2.4487973545265,TRUE,TRUE,-0.515210317474162,3.76275116384054,0.553946254132293,0.446053745867707
500,134,26260744,-707.547699996163,-646.587061702576,-646.263134764988,1458.59765668128,1380.17863678306,1373.31617480946,-78.419019898218,-6.86246197359901,TRUE,TRUE,-0.454598930514756,3.80487008561914,0.402171112165358,0.597828887834643
500,135,26260745,-702.856715055881,-651.855040656355,-649.889094116357,1449.21568680072,1390.71459469062,1380.5680935122,-58.5010921100968,-10.1465011784185,TRUE,TRUE,-0.54055258352136,3.71433849182784,0.391905836244613,0.608094163755387
500,136,26260746,-728.926883411109,-670.806204036634,-674.893786867281,1501.35602351117,1428.61692145118,1430.57747901405,-72.7391020599948,1.96055756287137,TRUE,FALSE,-0.470565896158527,3.80044818670556,0.449708517655809,0.550291482344191
500,137,26260747,-705.815541070553,-701.234932912788,-677.736773577695,1455.13333883006,1489.47437920349,1436.26345243488,34.341040373424,-53.2109267686078,FALSE,TRUE,-0.488038163338457,3.82429927644753,0.303872298983442,0.696127701016557
500,138,26260748,-709.344882858413,-697.18672257184,-663.825533429279,1462.19202240578,1481.37795852159,1408.44097213805,19.1859361158085,-72.9369863835434,FALSE,TRUE,-0.467589444897174,3.78025721021565,0.321995946576336,0.678004053423664
500,139,26260749,-742.469361538646,-696.239167523723,-696.525392404221,1528.44097976625,1479.48284842536,1473.84069008793,-48.9581313408903,-5.64215833742742,TRUE,TRUE,-0.492950743753228,3.85033611372559,0.45187665263411,0.548123347365891
500,140,26260750,-752.115860127422,-692.442758693887,-692.899234329536,1547.7339769438,1471.89003076568,1466.58837393856,-75.8439461781161,-5.30165682712345,TRUE,TRUE,-0.425115713983447,3.78988728001609,0.459828149626514,0.540171850373486
500,141,26260751,-700.617563128166,-650.127044140831,-647.285778038315,1444.73738294529,1387.25860165957,1375.36146135612,-57.4787812857151,-11.8971403034527,TRUE,TRUE,-0.486036230998809,3.82027224797827,0.38801695233428,0.61198304766572
500,142,26260752,-736.475672793688,-700.432475490848,-703.922561794481,1516.45360227633,1487.86946435961,1488.63502886845,-28.5841379167239,0.765564508843454,TRUE,FALSE,-0.409060743522653,3.79023487993429,0.408039686941352,0.591960313058648
500,143,26260753,-758.548302615998,-715.65445164656,-717.574929840339,1560.59886192095,1518.31341667103,1515.93976496017,-42.2854452499207,-2.37365171086367,TRUE,TRUE,-0.439361236468792,3.77312659843662,0.490320480962632,0.509679519037368
500,144,26260754,-698.753768491485,-692.411174815375,-653.877886088347,1441.00979367192,1471.82686300866,1388.54567745618,30.817069336737,-83.281185552479,FALSE,TRUE,-0.441273933179925,3.72425756365098,0.315671241320593,0.684328758679407
500,145,26260755,-746.706036707333,-683.450276538731,-685.507724218023,1536.91433010362,1453.90506645537,1451.80535371554,-83.0092636482486,-2.09971273983683,TRUE,TRUE,-0.497621584966113,3.82840693164178,0.463933745908264,0.536066254091736
500,146,26260756,-738.116429637663,-694.161602365599,-690.277222172881,1519.73511596428,1475.32771810911,1461.34434962525,-44.4073978551723,-13.9833684838584,TRUE,TRUE,-0.501723023645498,3.83118120694164,0.396372381951307,0.603627618048693
500,147,26260757,-775.134564861536,-677.526168004421,-675.587001849504,1593.77138641203,1442.05684938675,1431.9639089785,-151.714537025274,-10.0929404082572,TRUE,TRUE,-0.52971464551078,3.71756267306727,0.555367344677646,0.444632655322354
500,148,26260758,-802.70068034442,-732.691836865456,-732.862595516847,1648.9036173778,1552.38818710882,1546.51509631318,-96.515430268973,-5.87309079563965,TRUE,TRUE,-0.574308224616266,3.85751949356037,0.550119546610155,0.449880453389845
500,149,26260759,-710.101029761678,-637.86190579039,-638.073828016265,1463.70431621231,1362.72832495869,1356.93756131202,-100.97599125362,-5.79076364667344,TRUE,TRUE,-0.473223870566782,3.80310677115939,0.39619628782025,0.60380371217975
500,150,26260760,-759.455821722933,-685.209703772635,-685.549046688972,1562.41390013482,1457.42392092318,1451.88799865743,-104.989979211641,-5.53592226574801,TRUE,TRUE,-0.497789124851,3.80397520524195,0.543877478013846,0.456122521986154
500,151,26260761,-737.333036413393,-677.228314753149,-676.799072216542,1518.16832951574,1441.46114288421,1434.38804971257,-76.7071866315325,-7.07309317163617,TRUE,TRUE,-0.583881511303247,3.8497983446517,0.462013051797317,0.537986948202683
500,152,26260762,-707.827851025194,-672.732686853161,-672.32793529089,1459.15795873934,1432.46988708423,1425.44577586127,-26.68807165511,-7.02411122296485,TRUE,TRUE,-0.460277359016109,3.82428982623464,0.306105287596917,0.693894712403083
500,153,26260763,-688.603788033684,-636.328148417402,-636.127094393487,1420.70983275632,1359.66081021271,1353.04409406646,-61.0490225436092,-6.61671614625061,TRUE,TRUE,-0.538412492999255,3.75822565509954,0.349895662269499,0.650104337730502
500,154,26260764,-760.099491607709,-699.40796372509,-700.521228026814,1563.70123990437,1485.82044082809,1481.83236133312,-77.8807990762816,-3.98807949497609,TRUE,TRUE,-0.603046640842194,3.80705202547315,0.468342254419034,0.531657745580966
500,155,26260765,-662.087345934883,-625.388786435259,-625.250574459068,1367.67694855872,1337.78208624843,1331.29105419762,-29.8948623102942,-6.49103205080291,TRUE,TRUE,-0.390402175714256,3.84321070600736,0.264159490857476,0.735840509142524
500,156,26260766,-656.072225822895,-625.239648536593,-626.230347294561,1355.64670833475,1337.4838104511,1333.25059986861,-18.1628978836484,-4.23321058248757,TRUE,TRUE,-0.393051124266025,3.80841717209468,0.265880716624359,0.734119283375641
500,157,26260767,-749.682489932202,-679.74046572744,-679.605780933933,1542.86723655336,1446.48544483279,1440.00146714735,-96.3817917205697,-6.483977685436,TRUE,TRUE,-0.63081649542348,3.83124726918067,0.45816672715661,0.54183327284339
500,158,26260768,-714.877369303773,-665.28469508223,-665.683209822617,1473.2569952965,1417.57390354237,1412.15632492472,-55.6830917541301,-5.4175786176479,TRUE,TRUE,-0.459281417679167,3.80780955974822,0.368115448928005,0.631884551071995
500,159,26260769,-717.798834928649,-712.137879831849,-686.806116734959,1479.09992654625,1511.28027304161,1454.40213874941,32.1803464953548,-56.878134292202,FALSE,TRUE,-0.269335032916172,3.84441476606679,0.313666458076146,0.686333541923854
500,160,26260770,-651.608102682686,-614.61256991517,-614.304009672776,1346.71846205433,1316.22965320825,1309.39792462504,-30.4888088460759,-6.83172858321109,TRUE,TRUE,-0.664001694992384,3.785887716223,0.250026810678621,0.749973189321379
500,161,26260771,-735.956495494435,-677.908238443284,-683.770187109501,1515.41524767783,1442.82099026448,1448.33027949849,-72.594257413348,5.5092892340133,TRUE,FALSE,-0.46890890402506,3.84946034385386,0.443888688407698,0.556111311592302
500,162,26260772,-715.753362840662,-712.298912475606,-665.066715200228,1475.00898237028,1511.60233832912,1410.92333567994,36.5933559588432,-100.679002649178,FALSE,TRUE,-0.58600383944303,3.82956575852928,0.38189192612779,0.618108073872211
500,163,26260773,-761.310294210805,-705.819130323408,-706.459623794294,1566.12284511057,1498.64277402473,1493.70915286808,-67.4800710858394,-4.93362115664968,TRUE,TRUE,-0.532460632818503,3.86021756409074,0.464854985237322,0.535145014762678
500,164,26260774,-721.693183845499,-666.652126234675,-667.737310154957,1486.88862437995,1420.30876584726,1416.2645255894,-66.5798585326934,-4.0442402578592,TRUE,TRUE,-0.548659418565712,3.80549004581657,0.496431292097914,0.503568707902086
500,165,26260775,-714.403715807842,-666.812574550927,-668.708649904774,1472.30968830464,1420.62966247976,1418.20720508904,-51.680025824875,-2.422457390727,TRUE,TRUE,-0.478520023675437,3.79016070521721,0.395791063837659,0.604208936162341
500,166,26260776,-735.082686180207,-665.330145090062,-664.226256369124,1513.66762904937,1417.66480355804,1409.24241801774,-96.0028254913334,-8.42238554029859,TRUE,TRUE,-0.612177731232349,3.77598699952284,0.52827210069404,0.47172789930596
500,167,26260777,-794.831214180274,-722.017936296665,-719.342379442584,1633.1646850495,1531.04038597124,1519.47466416466,-102.124299078263,-11.565721806583,TRUE,TRUE,-0.464683490377182,3.82207045084206,0.62140836245014,0.37859163754986
500,168,26260778,-691.439343899233,-637.055286421103,-637.885365148773,1426.38094448742,1361.11508622012,1356.56063557704,-65.265858267305,-4.55445064308196,TRUE,TRUE,-0.396389700874932,3.8047331221143,0.325947067218167,0.674052932781834
500,169,26260779,-783.156105142418,-723.004403020182,-721.700042159908,1609.81446697379,1533.01331941828,1524.18998959931,-76.8011475555172,-8.8233298189698,TRUE,TRUE,-0.605715136960023,3.8045638730159,0.53564239161869,0.46435760838131
500,170,26260780,-764.651449434734,-692.142382420768,-690.204788868471,1572.80515555842,1471.28927821945,1461.19948301643,-101.515877338976,-10.0897952030173,TRUE,TRUE,-0.605520072273807,3.79148499633767,0.539573875909202,0.460426124090798
500,171,26260781,-699.935689101483,-648.503178095408,-648.399694809819,1443.37363489192,1384.01086956873,1377.58929489913,-59.3627653231965,-6.42157466959839,TRUE,TRUE,-0.491175386829401,3.78260135396306,0.411186842285039,0.588813157714961
500,172,26260782,-724.027888768318,-679.411441110257,-679.966850826319,1491.55803422559,1445.82739559842,1440.72360693213,-45.7306386271673,-5.10378866629821,TRUE,TRUE,-0.343486814855953,3.86165805996193,0.391625657183173,0.608374342816827
500,173,26260783,-638.373242569656,-606.279147320235,-607.147281746509,1320.24874182827,1299.56280801838,1295.08446877251,-20.685933809888,-4.47833924587326,TRUE,TRUE,-0.435439419186337,3.79121647299502,0.223713609969397,0.776286390030604
500,174,26260784,-758.448681083285,-699.314493121383,-696.763861975701,1560.39961885553,1485.63349962068,1474.31762923089,-74.7661192348482,-11.3158703897861,TRUE,TRUE,-0.459988414652315,3.78599737957448,0.513860962242902,0.486139037757098
500,175,26260785,-758.800668518106,-680.504063403787,-682.364536504816,1561.10359372517,1448.01264018548,1445.51897828912,-113.090953539684,-2.49366189636362,TRUE,TRUE,-0.540570290891155,3.82765961679269,0.539975037507163,0.460024962492837
500,176,26260786,-684.562827224471,-680.939617213171,-635.564360629161,1412.6279111379,1448.88374780425,1351.91862653781,36.2558366663548,-96.9651212664419,FALSE,TRUE,-0.476164673847065,3.81811139947052,0.314038421967643,0.685961578032357
500,177,26260787,-727.076189628648,-684.228344282699,-687.958875012914,1497.65463594625,1455.46120194331,1456.70765530532,-42.1934340029438,1.24645336200888,TRUE,FALSE,-0.552320537163483,3.80721694852772,0.389839087504693,0.610160912495307
500,178,26260788,-721.064880309361,-668.203001078887,-668.069287114907,1485.63201730768,1423.41051553568,1416.9284795093,-62.221501771993,-6.48203602638205,TRUE,TRUE,-0.50090998942229,3.80610688982502,0.415945098214323,0.584054901785677
500,179,26260789,-747.026260182337,-688.925045120877,-691.700295033138,1537.55477705363,1464.85460361967,1464.19049534576,-72.7001734339647,-0.66410827390132,TRUE,TRUE,-0.548012879370886,3.85387970904171,0.453111740705868,0.546888259294132
500,180,26260790,-791.67832574171,-736.354272955218,-735.281229141202,1626.85890817237,1559.71305928835,1551.35236356189,-67.1458488840292,-8.36069572645238,TRUE,TRUE,-0.459893970285038,3.81186358159118,0.548361112413731,0.451638887586269
500,181,26260791,-749.746483768326,-680.203120603429,-677.612835029142,1542.99522422561,1447.41075458477,1436.01557533777,-95.5844696408385,-11.395179246997,TRUE,TRUE,-0.414737400061518,3.7748223904352,0.573984390204363,0.426015609795637
500,182,26260792,-740.575681976495,-672.189838165491,-670.78794209878,1524.65362064195,1431.38418970889,1422.36578947705,-93.2694309330534,-9.01840023184536,TRUE,TRUE,-0.444723069339846,3.78023337661793,0.558039552035811,0.441960447964189
500,183,26260793,-726.833694659369,-722.604581902095,-692.958270444748,1497.16964600769,1532.2136771821,1466.70644616898,35.0440311744055,-65.5072310131159,FALSE,TRUE,-0.366729857786319,3.83329959574472,0.298046156115862,0.701953843884138
500,184,26260794,-640.288188318296,-599.502831134321,-600.581623552077,1324.07863332555,1286.01017564655,1281.95315238364,-38.0684576789945,-4.05702326291043,TRUE,TRUE,-0.73930727058178,3.8294607069786,0.269336200866267,0.730663799133733
500,185,26260795,-751.215853553262,-687.777701525292,-689.561567647876,1545.93396379548,1462.5599164285,1459.91304057524,-83.3740473669843,-2.64687585325532,TRUE,TRUE,-0.47687286352675,3.83339698501708,0.487437924407365,0.512562075592635
500,186,26260796,-733.442749814553,-686.919467751871,-685.881158897179,1510.38775631806,1460.84344888165,1452.55222307385,-49.5443074364091,-8.29122580780586,TRUE,TRUE,-0.61067385969317,3.79759412136905,0.389233637737349,0.61076636226265
500,187,26260797,-744.337977712393,-693.379678688884,-694.100254857498,1532.17821211374,1473.76387075568,1468.99041499448,-58.4143413580628,-4.77345576119455,TRUE,TRUE,-0.421354255604086,3.85897892952179,0.448412503453777,0.551587496546223
500,188,26260798,-730.493243375555,-672.040636361642,-672.144244974516,1504.48874344007,1431.08578610119,1425.07839522852,-73.4029573388705,-6.0073908726738,TRUE,TRUE,-0.631548102507331,3.78568309293834,0.42014155160098,0.57985844839902
500,189,26260799,-727.759810930932,-721.836321211528,-676.806040704132,1499.02187855082,1530.67715580097,1434.40198668775,31.6552772501473,-96.2751691132137,FALSE,TRUE,-0.575167521203346,3.82582939028541,0.346071071217602,0.653928928782398
500,190,26260800,-721.950650369518,-657.966040629096,-658.399559954658,1487.40355742799,1402.9365946361,1397.58902518881,-84.4669627918902,-5.34756944729679,TRUE,TRUE,-0.491498960085904,3.8069366360662,0.459986543155422,0.540013456844578
500,191,26260801,-731.780317516433,-683.838693923883,-685.388283107797,1507.06289172182,1454.68190122568,1451.56647149508,-52.380990496144,-3.11542973059431,TRUE,TRUE,-0.449873132969203,3.85276591452388,0.438012180266915,0.561987819733086
500,192,26260802,-703.829150968088,-653.918195440123,-654.379099885558,1451.16055862513,1394.84090425816,1389.5481050506,-56.3196543669751,-5.29279920755152,TRUE,TRUE,-0.545779346154842,3.77495159089408,0.363092870360479,0.636907129639521
500,193,26260803,-724.684841026315,-677.899519414411,-678.817906493407,1492.87193874158,1442.80355220673,1438.4257182663,-50.0683865348512,-4.37783394043117,TRUE,TRUE,-0.583300683085647,3.79225694513464,0.442731280856478,0.557268719143522
500,194,26260804,-715.785761623703,-675.858418475811,-676.255032315197,1475.07377993636,1438.72135032953,1433.29996990988,-36.3524296068279,-5.42138041964972,TRUE,TRUE,-0.550514850122092,3.7480650705658,0.414360190452468,0.585639809547531
500,195,26260805,-723.925294245797,-678.60195928266,-678.392295291207,1491.35284518055,1444.20843194323,1437.5744958619,-47.1444132373188,-6.63393608132924,TRUE,TRUE,-0.503318020684635,3.70616634739499,0.360329874708179,0.63967012529182
500,196,26260806,-778.60293666447,-732.126840313369,-731.049564980794,1600.7081300179,1551.25819400465,1542.88903524108,-49.4499360132468,-8.3691587635717,TRUE,TRUE,-0.332547866735441,3.79535563220336,0.421825490757743,0.578174509242257
500,197,26260807,-735.694273040361,-683.154234598335,-683.751357380582,1514.89080276968,1453.31298257458,1448.29262004065,-61.577820195097,-5.02036253392862,TRUE,TRUE,-0.484232082473527,3.87131494725707,0.431143930175837,0.568856069824162
500,198,26260808,-773.542863138961,-711.377914433817,-708.615525506134,1590.58798296688,1509.76034224554,1498.02095629176,-80.8276407213325,-11.739385953789,TRUE,TRUE,-0.470290476500107,3.79401751443094,0.484224029772007,0.515775970227993
500,199,26260809,-675.858137800306,-625.65126112723,-627.136433163398,1395.21853228957,1338.30703563237,1335.06277160628,-56.9114966571972,-3.24426402608651,TRUE,TRUE,-0.523647383964594,3.85407089594907,0.387904676849213,0.612095323150787
500,200,26260810,-702.432660467897,-653.774856343137,-654.159403300554,1448.36757762475,1394.55422606418,1389.1087118806,-53.8133515605655,-5.44551418358719,TRUE,TRUE,-0.508826525861864,3.78074301618222,0.441955917529988,0.558044082470011
1500,1,36260611,-2176.25911592314,-2032.73617289654,-2033.34147932509,4403.71077455591,4167.85743121233,4161.75482368236,-235.853343343572,-6.10260752997146,TRUE,TRUE,-0.530029216951637,3.84119441156544,0.382258605130905,0.617741394869095
1500,2,36260612,-2247.45493703697,-2090.73849296172,-2090.77933226941,4546.10241678356,4283.8620713427,4276.630529571,-262.240345440861,-7.23154177169818,TRUE,TRUE,-0.583244052767384,3.77255218617117,0.44532770685233,0.55467229314767
1500,3,36260613,-2251.71673858431,-2080.95617268944,-2083.1974433759,4554.62601987825,4264.29743079814,4261.46675178397,-290.328589080116,-2.83067901416962,TRUE,TRUE,-0.516435390355386,3.79106274690921,0.496543102264806,0.503456897735194
1500,4,36260614,-2225.27455987417,-2067.45507041472,-2070.9217880191,4501.74166245798,4237.2952262487,4236.91544107038,-264.446436209274,-0.37978517832471,TRUE,TRUE,-0.520959911337731,3.79596822129997,0.437036276233968,0.562963723766032
1500,5,36260615,-2049.34974756608,-1957.71131957747,-1959.04541475672,4149.89203784179,4017.8077245742,4013.16269454561,-132.084313267597,-4.64503002858828,TRUE,TRUE,-0.533504397715749,3.76259590013778,0.350157797581364,0.649842202418636
1500,6,36260616,-2189.63717587096,-2048.16491487552,-2050.42409664551,4430.46689445154,4198.7149151703,4195.9200583232,-231.751979281238,-2.79485684710835,TRUE,TRUE,-0.515543095192663,3.78507035868853,0.46712402785342,0.532875972146581
1500,7,36260617,-2072.00331798927,-1965.30345606138,-1963.59293419166,4195.19917868817,4032.99199754203,4022.2577334155,-162.207181146135,-10.7342641265341,TRUE,TRUE,-0.497781765379018,3.82831748852881,0.326981386415078,0.673018613584922
1500,8,36260618,-2129.86656484984,-1998.41193800606,-1999.57071278302,4310.92567240932,4099.20896143139,4094.21329059821,-211.716710977929,-4.99567083318061,TRUE,TRUE,-0.396259771467691,3.81780280237337,0.385287104868595,0.614712895131406
1500,9,36260619,-2029.00188653188,-1898.72173684781,-1899.84234217611,4109.1963157734,3899.82855911488,3894.7565493844,-209.367756658519,-5.07200973047657,TRUE,TRUE,-0.609447141180528,3.79007530426844,0.341801435335246,0.658198564664754
1500,10,36260620,-2229.51159703288,-2073.0509434394,-2075.44052912408,4510.21573677539,4248.48697229806,4245.95292328033,-261.72876447733,-2.53404901773592,TRUE,TRUE,-0.536623165919207,3.75471636917766,0.451390677341745,0.548609322658255
1500,11,36260621,-2261.09834897923,-2062.7860039858,-2061.31151933166,4573.3892406681,4227.95709339087,4217.69490369549,-345.432147277231,-10.2621896953779,TRUE,TRUE,-0.526335825721009,3.8279550944119,0.449773496283914,0.550226503716086
1500,12,36260622,-2230.79975478883,-2050.93756353834,-2051.90635118605,4512.79205228729,4204.26021249595,4198.88456740428,-308.531839791344,-5.37564509166259,TRUE,TRUE,-0.493547299234549,3.80411183475608,0.45576510542487,0.54423489457513
1500,13,36260623,-2221.19415444213,-2043.42417484246,-2046.25252343639,4493.5808515939,4189.23343510418,4187.57691190496,-304.347416489718,-1.65652319922174,TRUE,TRUE,-0.485881026480622,3.79328237149978,0.472802363118161,0.527197636881839
1500,14,36260624,-2207.15190729379,-2064.07686217788,-2064.36231623861,4465.49635729721,4230.53880977501,4223.7964975094,-234.957547522199,-6.74231226561733,TRUE,TRUE,-0.419686771470561,3.80133196260333,0.402571519169316,0.597428480830683
1500,15,36260625,-2155.93338824922,-2006.97426355216,-2006.76058707429,4363.05931920806,4116.33361252359,4108.59303918076,-246.725706684479,-7.74057334282952,TRUE,TRUE,-0.517431717520582,3.78719449765548,0.440168618744565,0.559831381255435
1500,16,36260626,-2116.90646984319,-1990.39834202585,-1992.27945486957,4285.00548239602,4083.18176947096,4079.6307747713,-201.823712925062,-3.55099469965353,TRUE,TRUE,-0.499730626189412,3.78706424056876,0.359663265485688,0.640336734514314
1500,17,36260627,-2144.60986286756,-1992.55368052581,-1992.87566221314,4340.41226844475,4087.49244647089,4080.82318945845,-252.91982197386,-6.66925701243463,TRUE,TRUE,-0.562209551273233,3.79131099300541,0.370517411353273,0.629482588646728
1500,18,36260628,-2184.45861850266,-2050.01484610233,-2048.37317904936,4420.10977971495,4202.41477762392,4191.8182231309,-217.69500209103,-10.5965544930232,TRUE,TRUE,-0.5004173186827,3.80439329327813,0.408012828510042,0.591987171489956
1500,19,36260629,-2104.80022836236,-1975.51755470352,-1976.07457591064,4260.79299943436,4053.4201948263,4047.22101685345,-207.372804608054,-6.19917797285734,TRUE,TRUE,-0.533738197107473,3.83095687737069,0.430117936232004,0.569882063767995
1500,20,36260630,-2244.90158508691,-2065.05104055906,-2062.78506152041,4540.99571288346,4232.48716653738,4220.641988073,-308.508546346078,-11.8451784643821,TRUE,TRUE,-0.488509494694936,3.7839398738802,0.475242280982852,0.524757719017149
1500,21,36260631,-2186.35114124545,-2021.99217034026,-2023.6773289091,4423.89482520053,4146.36942609978,4142.42652285036,-277.525399100752,-3.94290324941176,TRUE,TRUE,-0.575087327538,3.81240490259425,0.456628064730109,0.543371935269891
1500,22,36260632,-2171.9159636471,-2025.98574845471,-2025.70694492192,4395.02447000382,4154.35658232869,4146.48575487602,-240.667887675136,-7.87082745267071,TRUE,TRUE,-0.473022158263559,3.79956486492704,0.409637174124151,0.590362825875849
1500,23,36260633,-2095.76899095416,-2091.48645635572,-1946.86275308746,4242.73052461795,4285.35799813071,3988.7973712071,42.6274735127572,-296.560626923609,FALSE,TRUE,-0.504235834105245,3.77617402821501,0.360702488083534,0.639297511916466
1500,24,36260634,-2137.10062904872,-1998.40636679071,-1998.47120434716,4325.39380080708,4099.19781900069,4092.0142737265,-226.195981806386,-7.18354527419069,TRUE,TRUE,-0.534463283139285,3.80446613912108,0.387499237156498,0.612500762843503
1500,25,36260635,-2258.88712691154,-2086.61560031522,-2087.16042729033,4568.96679653272,4275.61628604971,4269.39271961284,-293.350510483008,-6.22356643686908,TRUE,TRUE,-0.404087108526713,3.82771415521628,0.462322399622461,0.537677600377539
1500,26,36260636,-2213.84275506397,-2036.00312592838,-2037.3612553286,4478.87805283758,4174.39133727602,4169.79437568937,-304.486715561555,-4.59696158665247,TRUE,TRUE,-0.56799901380988,3.80598659357036,0.410371131329481,0.589628868670519
1500,27,36260637,-2026.67213443425,-1915.71566580134,-1917.61559103737,4104.53681157813,3933.81641702194,3930.30304710692,-170.720394556185,-3.51336991502649,TRUE,TRUE,-0.526793710430819,3.75534257183765,0.334565842186867,0.665434157813134
1500,28,36260638,-2151.71904638777,-1993.82141296153,-1993.91103174516,4354.63063548518,4090.02791134233,4082.8939285225,-264.602724142848,-7.13398281982882,TRUE,TRUE,-0.484639047814437,3.78636919832316,0.395970769302525,0.604029230697475
